Style,Color,Size,UPC,Cost
693016213986,ALG-DEB-601,37,Debra Black Leather,54.50,
693016213993,ALG-DEB-601,38,Debra Black Leather,54.50,
693016214006,ALG-DEB-601,39,Debra Black Leather,54.50,
693016214013,ALG-DEB-601,40,Debra Black Leather,54.50,
693016214020,ALG-DEB-601,41,Debra Black Leather,54.50,
693016214037,ALG-DEB-601,42,Debra Black Leather,54.50,
693016303359,ALG-DEB-725,35,Debra Happy Snake,54.50,
693016303366,ALG-DEB-725,36,Debra Happy Snake,54.50,
693016303373,ALG-DEB-725,37,Debra Happy Snake,54.50,
693016303380,ALG-DEB-725,38,Debra Happy Snake,54.50,
693016303397,ALG-DEB-725,39,Debra Happy Snake,54.50,
693016303403,ALG-DEB-725,40,Debra Happy Snake,54.50,
693016303410,ALG-DEB-725,41,Debra Happy Snake,54.50,
693016303427,ALG-DEB-725,42,Debra Happy Snake,54.50,
693016273966,ALG-DEB-731,35,Debra Black Multi Snake,54.50,
693016273973,ALG-DEB-731,36,Debra Black Multi Snake,54.50,
693016273980,ALG-DEB-731,37,Debra Black Multi Snake,54.50,
693016273997,ALG-DEB-731,38,Debra Black Multi Snake,54.50,
693016274000,ALG-DEB-731,39,Debra Black Multi Snake,54.50,
693016274017,ALG-DEB-731,40,Debra Black Multi Snake,54.50,
693016274024,ALG-DEB-731,41,Debra Black Multi Snake,54.50,
693016274031,ALG-DEB-731,42,Debra Black Multi Snake,54.50,
693016274123,ALG-DEB-732,35,Debra Brown Multi Snake,54.50,
693016274130,ALG-DEB-732,36,Debra Brown Multi Snake,54.50,
693016274147,ALG-DEB-732,37,Debra Brown Multi Snake,54.50,
693016274154,ALG-DEB-732,38,Debra Brown Multi Snake,54.50,
693016274161,ALG-DEB-732,39,Debra Brown Multi Snake,54.50,
693016274178,ALG-DEB-732,40,Debra Brown Multi Snake,54.50,
693016274185,ALG-DEB-732,41,Debra Brown Multi Snake,54.50,
693016274192,ALG-DEB-732,42,Debra Brown Multi Snake,54.50,
693016303434,ALG-DEB-810,35,Debra Aloha,54.50,
693016303441,ALG-DEB-810,36,Debra Aloha,54.50,
693016303458,ALG-DEB-810,37,Debra Aloha,54.50,
693016303465,ALG-DEB-810,38,Debra Aloha,54.50,
693016303472,ALG-DEB-810,39,Debra Aloha,54.50,
693016303489,ALG-DEB-810,40,Debra Aloha,54.50,
693016303496,ALG-DEB-810,41,Debra Aloha,54.50,
693016303502,ALG-DEB-810,42,Debra Aloha,54.50,
693016298778,ALG-DIA-101,35,Diana Black Shimmer,39.50,
693016298785,ALG-DIA-101,36,Diana Black Shimmer,39.50,
693016298792,ALG-DIA-101,37,Diana Black Shimmer,39.50,
693016298808,ALG-DIA-101,38,Diana Black Shimmer,39.50,
693016298815,ALG-DIA-101,39,Diana Black Shimmer,39.50,
693016298822,ALG-DIA-101,40,Diana Black Shimmer,39.50,
693016298839,ALG-DIA-101,41,Diana Black Shimmer,39.50,
693016298846,ALG-DIA-101,42,Diana Black Shimmer,39.50,
693016298853,ALG-DIA-109,35,Diana White Shimmer,39.50,
693016298860,ALG-DIA-109,36,Diana White Shimmer,39.50,
693016298877,ALG-DIA-109,37,Diana White Shimmer,39.50,
693016298884,ALG-DIA-109,38,Diana White Shimmer,39.50,
693016298891,ALG-DIA-109,39,Diana White Shimmer,39.50,
693016298907,ALG-DIA-109,40,Diana White Shimmer,39.50,
693016298914,ALG-DIA-109,41,Diana White Shimmer,39.50,
693016298921,ALG-DIA-109,42,Diana White Shimmer,39.50,
693016294374,ALG-DON-103S,35,Scrubwear Donna Indigo Patent,52.50,
693016294381,ALG-DON-103S,36,Scrubwear Donna Indigo Patent,52.50,
693016294398,ALG-DON-103S,37,Scrubwear Donna Indigo Patent,52.50,
693016294404,ALG-DON-103S,38,Scrubwear Donna Indigo Patent,52.50,
693016294411,ALG-DON-103S,39,Scrubwear Donna Indigo Patent,52.50,
693016294428,ALG-DON-103S,40,Scrubwear Donna Indigo Patent,52.50,
693016294435,ALG-DON-103S,41,Scrubwear Donna Indigo Patent,52.50,
693016294442,ALG-DON-103S,42,Scrubwear Donna Indigo Patent,52.50,
693016274369,ALG-DON-129,35,Donna Rain Dance Patent,54.50,
693016274376,ALG-DON-129,36,Donna Rain Dance Patent,54.50,
693016274383,ALG-DON-129,37,Donna Rain Dance Patent,54.50,
693016274390,ALG-DON-129,38,Donna Rain Dance Patent,54.50,
693016274406,ALG-DON-129,39,Donna Rain Dance Patent,54.50,
693016274413,ALG-DON-129,40,Donna Rain Dance Patent,54.50,
693016274420,ALG-DON-129,41,Donna Rain Dance Patent,54.50,
693016274437,ALG-DON-129,42,Donna Rain Dance Patent,54.50,
693016294459,ALG-DON-133S,35,Scrubwear Donna Blue Tile,52.50,
693016294466,ALG-DON-133S,36,Scrubwear Donna Blue Tile,52.50,
693016294473,ALG-DON-133S,37,Scrubwear Donna Blue Tile,52.50,
693016294480,ALG-DON-133S,38,Scrubwear Donna Blue Tile,52.50,
693016294497,ALG-DON-133S,39,Scrubwear Donna Blue Tile,52.50,
693016294503,ALG-DON-133S,40,Scrubwear Donna Blue Tile,52.50,
693016294510,ALG-DON-133S,41,Scrubwear Donna Blue Tile,52.50,
693016294527,ALG-DON-133S,42,Scrubwear Donna Blue Tile,52.50,
693016294534,ALG-DON-323S,35,Scrubwear Donna Midnight Garden,52.50,
693016294541,ALG-DON-323S,36,Scrubwear Donna Midnight Garden,52.50,
693016294558,ALG-DON-323S,37,Scrubwear Donna Midnight Garden,52.50,
693016294565,ALG-DON-323S,38,Scrubwear Donna Midnight Garden,52.50,
693016294572,ALG-DON-323S,39,Scrubwear Donna Midnight Garden,52.50,
693016294589,ALG-DON-323S,40,Scrubwear Donna Midnight Garden,52.50,
693016294596,ALG-DON-323S,41,Scrubwear Donna Midnight Garden,52.50,
693016294602,ALG-DON-323S,42,Scrubwear Donna Midnight Garden,52.50,
693016266845,ALG-DON-341,35,Donna Black Small Dog,54.50,
693016266852,ALG-DON-341,36,Donna Black Small Dog,54.50,
693016266869,ALG-DON-341,37,Donna Black Small Dog,54.50,
693016266876,ALG-DON-341,38,Donna Black Small Dog,54.50,
693016266883,ALG-DON-341,39,Donna Black Small Dog,54.50,
693016266890,ALG-DON-341,40,Donna Black Small Dog,54.50,
693016266906,ALG-DON-341,41,Donna Black Small Dog,54.50,
693016266913,ALG-DON-341,42,Donna Black Small Dog,54.50,
693016266920,ALG-DON-350,35,Donna Friends White,54.50,
693016266937,ALG-DON-350,36,Donna Friends White,54.50,
693016266944,ALG-DON-350,37,Donna Friends White,54.50,
693016266951,ALG-DON-350,38,Donna Friends White,54.50,
693016266968,ALG-DON-350,39,Donna Friends White,54.50,
693016266975,ALG-DON-350,40,Donna Friends White,54.50,
693016266982,ALG-DON-350,41,Donna Friends White,54.50,
693016266999,ALG-DON-350,42,Donna Friends White,54.50,
693016294619,ALG-DON-353S,35,Scrubwear Donna White Sew Hope,52.50,
693016294626,ALG-DON-353S,36,Scrubwear Donna White Sew Hope,52.50,
693016294633,ALG-DON-353S,37,Scrubwear Donna White Sew Hope,52.50,
693016294640,ALG-DON-353S,38,Scrubwear Donna White Sew Hope,52.50,
693016294657,ALG-DON-353S,39,Scrubwear Donna White Sew Hope,52.50,
693016294664,ALG-DON-353S,40,Scrubwear Donna White Sew Hope,52.50,
693016294671,ALG-DON-353S,41,Scrubwear Donna White Sew Hope,52.50,
693016294688,ALG-DON-353S,42,Scrubwear Donna White Sew Hope,52.50,
693016274284,ALG-DON-354,35,Donna Navy Sew Hope,54.50,
693016274291,ALG-DON-354,36,Donna Navy Sew Hope,54.50,
693016274307,ALG-DON-354,37,Donna Navy Sew Hope,54.50,
693016274314,ALG-DON-354,38,Donna Navy Sew Hope,54.50,
693016274321,ALG-DON-354,39,Donna Navy Sew Hope,54.50,
693016274338,ALG-DON-354,40,Donna Navy Sew Hope,54.50,
693016274345,ALG-DON-354,41,Donna Navy Sew Hope,54.50,
693016274352,ALG-DON-354,42,Donna Navy Sew Hope,54.50,
693016292356,ALG-DON-356,35,Donna Hippie Chic Patent,54.50,
693016292363,ALG-DON-356,36,Donna Hippie Chic Patent,54.50,
693016292370,ALG-DON-356,37,Donna Hippie Chic Patent,54.50,
693016292387,ALG-DON-356,38,Donna Hippie Chic Patent,54.50,
693016292394,ALG-DON-356,39,Donna Hippie Chic Patent,54.50,
693016292400,ALG-DON-356,40,Donna Hippie Chic Patent,54.50,
693016292417,ALG-DON-356,41,Donna Hippie Chic Patent,54.50,
693016292424,ALG-DON-356,42,Donna Hippie Chic Patent,54.50,
693016292431,ALG-DON-359,35,Donna Happy Chrome Patent,54.50,
693016292448,ALG-DON-359,36,Donna Happy Chrome Patent,54.50,
693016292455,ALG-DON-359,37,Donna Happy Chrome Patent,54.50,
693016292462,ALG-DON-359,38,Donna Happy Chrome Patent,54.50,
693016292479,ALG-DON-359,39,Donna Happy Chrome Patent,54.50,
693016292486,ALG-DON-359,40,Donna Happy Chrome Patent,54.50,
693016292493,ALG-DON-359,41,Donna Happy Chrome Patent,54.50,
693016292509,ALG-DON-359,42,Donna Happy Chrome Patent,54.50,
693016292516,ALG-DON-361,35,Donna Froggie Sue Black,54.50,
693016292523,ALG-DON-361,36,Donna Froggie Sue Black,54.50,
693016292530,ALG-DON-361,37,Donna Froggie Sue Black,54.50,
693016292547,ALG-DON-361,38,Donna Froggie Sue Black,54.50,
693016292554,ALG-DON-361,39,Donna Froggie Sue Black,54.50,
693016292561,ALG-DON-361,40,Donna Froggie Sue Black,54.50,
693016292578,ALG-DON-361,41,Donna Froggie Sue Black,54.50,
693016292585,ALG-DON-361,42,Donna Froggie Sue Black,54.50,
693016303038,ALG-DON-384,35,Donna Asian Bouquet,54.50,
693016303045,ALG-DON-384,36,Donna Asian Bouquet,54.50,
693016303052,ALG-DON-384,37,Donna Asian Bouquet,54.50,
693016303069,ALG-DON-384,38,Donna Asian Bouquet,54.50,
693016303076,ALG-DON-384,39,Donna Asian Bouquet,54.50,
693016303083,ALG-DON-384,40,Donna Asian Bouquet,54.50,
693016303090,ALG-DON-384,41,Donna Asian Bouquet,54.50,
693016303106,ALG-DON-384,42,Donna Asian Bouquet,54.50,
693016303113,ALG-DON-385,35,Donna Trippy,54.50,
693016303120,ALG-DON-385,36,Donna Trippy,54.50,
693016303137,ALG-DON-385,37,Donna Trippy,54.50,
693016303144,ALG-DON-385,38,Donna Trippy,54.50,
693016303151,ALG-DON-385,39,Donna Trippy,54.50,
693016303168,ALG-DON-385,40,Donna Trippy,54.50,
693016303175,ALG-DON-385,41,Donna Trippy,54.50,
693016303182,ALG-DON-385,42,Donna Trippy,54.50,
693016311781,ALG-DON-391S,35,Scrubwear Donna Black Pinwheel,52.50,
693016311798,ALG-DON-391S,36,Scrubwear Donna Black Pinwheel,52.50,
693016311804,ALG-DON-391S,37,Scrubwear Donna Black Pinwheel,52.50,
693016311811,ALG-DON-391S,38,Scrubwear Donna Black Pinwheel,52.50,
693016311828,ALG-DON-391S,39,Scrubwear Donna Black Pinwheel,52.50,
693016311835,ALG-DON-391S,40,Scrubwear Donna Black Pinwheel,52.50,
693016311842,ALG-DON-391S,41,Scrubwear Donna Black Pinwheel,52.50,
693016311859,ALG-DON-391S,42,Scrubwear Donna Black Pinwheel,52.50,
693016294695,ALG-DON-413S,35,Scrubwear Donna Blue Leopard,52.50,
693016294701,ALG-DON-413S,36,Scrubwear Donna Blue Leopard,52.50,
693016294718,ALG-DON-413S,37,Scrubwear Donna Blue Leopard,52.50,
693016294725,ALG-DON-413S,38,Scrubwear Donna Blue Leopard,52.50,
693016294732,ALG-DON-413S,39,Scrubwear Donna Blue Leopard,52.50,
693016294749,ALG-DON-413S,40,Scrubwear Donna Blue Leopard,52.50,
693016294756,ALG-DON-413S,41,Scrubwear Donna Blue Leopard,52.50,
693016294763,ALG-DON-413S,42,Scrubwear Donna Blue Leopard,52.50,
693016213566,ALG-DON-600,35,Donna White Leather,54.50,
693016213573,ALG-DON-600,36,Donna White Leather,54.50,
693016213580,ALG-DON-600,37,Donna White Leather,54.50,
693016213597,ALG-DON-600,38,Donna White Leather,54.50,
693016213603,ALG-DON-600,39,Donna White Leather,54.50,
693016213610,ALG-DON-600,40,Donna White Leather,54.50,
693016213627,ALG-DON-600,41,Donna White Leather,54.50,
693016213634,ALG-DON-600,42,Donna White Leather,54.50,
693016213641,ALG-DON-601,35,Donna Black Leather,54.50,
693016213658,ALG-DON-601,36,Donna Black Leather,54.50,
693016213665,ALG-DON-601,37,Donna Black Leather,54.50,
693016213672,ALG-DON-601,38,Donna Black Leather,54.50,
693016213689,ALG-DON-601,39,Donna Black Leather,54.50,
693016213696,ALG-DON-601,40,Donna Black Leather,54.50,
693016213702,ALG-DON-601,41,Donna Black Leather,54.50,
693016213719,ALG-DON-601,42,Donna Black Leather,54.50,
693016299492,ALG-HUL-101,35,Hula Black Classy,44.50,
693016299508,ALG-HUL-101,36,Hula Black Classy,44.50,
693016299515,ALG-HUL-101,37,Hula Black Classy,44.50,
693016299522,ALG-HUL-101,38,Hula Black Classy,44.50,
693016299539,ALG-HUL-101,39,Hula Black Classy,44.50,
693016299546,ALG-HUL-101,40,Hula Black Classy,44.50,
693016299553,ALG-HUL-101,41,Hula Black Classy,44.50,
693016299560,ALG-HUL-101,42,Hula Black Classy,44.50,
693016299577,ALG-HUL-105,35,Hula Fuchsia Classy,44.50,
693016300167,ALG-HUL-105,36,Hula Fuchsia Classy,44.50,
693016300174,ALG-HUL-105,37,Hula Fuchsia Classy,44.50,
693016300181,ALG-HUL-105,38,Hula Fuchsia Classy,44.50,
693016300198,ALG-HUL-105,39,Hula Fuchsia Classy,44.50,
693016300204,ALG-HUL-105,40,Hula Fuchsia Classy,44.50,
693016300211,ALG-HUL-105,41,Hula Fuchsia Classy,44.50,
693016300228,ALG-HUL-105,42,Hula Fuchsia Classy,44.50,
693016300235,ALG-HUL-109,35,Hula White Classy,44.50,
693016300242,ALG-HUL-109,36,Hula White Classy,44.50,
693016300259,ALG-HUL-109,37,Hula White Classy,44.50,
693016300266,ALG-HUL-109,38,Hula White Classy,44.50,
693016300273,ALG-HUL-109,39,Hula White Classy,44.50,
693016300280,ALG-HUL-109,40,Hula White Classy,44.50,
693016300297,ALG-HUL-109,41,Hula White Classy,44.50,
693016300303,ALG-HUL-109,42,Hula White Classy,44.50,
693016291793,ALG-KAI-371,35,Kaitlyn Black Patina,49.50,
693016291809,ALG-KAI-371,36,Kaitlyn Black Patina,49.50,
693016291816,ALG-KAI-371,37,Kaitlyn Black Patina,49.50,
693016291823,ALG-KAI-371,38,Kaitlyn Black Patina,49.50,
693016291830,ALG-KAI-371,39,Kaitlyn Black Patina,49.50,
693016291847,ALG-KAI-371,40,Kaitlyn Black Patina,49.50,
693016291854,ALG-KAI-371,41,Kaitlyn Black Patina,49.50,
693016291861,ALG-KAI-371,42,Kaitlyn Black Patina,49.50,
693016291878,ALG-KAI-372,35,Kaitlyn Patina,49.50,
693016291885,ALG-KAI-372,36,Kaitlyn Patina,49.50,
693016291892,ALG-KAI-372,37,Kaitlyn Patina,49.50,
693016291908,ALG-KAI-372,38,Kaitlyn Patina,49.50,
693016291915,ALG-KAI-372,39,Kaitlyn Patina,49.50,
693016291922,ALG-KAI-372,40,Kaitlyn Patina,49.50,
693016291939,ALG-KAI-372,41,Kaitlyn Patina,49.50,
693016291946,ALG-KAI-372,42,Kaitlyn Patina,49.50,
693016304639,ALG-KAI-391,35,Kaitlyn Black Pinwheel,49.50,
693016304646,ALG-KAI-391,36,Kaitlyn Black Pinwheel,49.50,
693016304653,ALG-KAI-391,37,Kaitlyn Black Pinwheel,49.50,
693016304660,ALG-KAI-391,38,Kaitlyn Black Pinwheel,49.50,
693016304677,ALG-KAI-391,39,Kaitlyn Black Pinwheel,49.50,
693016304684,ALG-KAI-391,40,Kaitlyn Black Pinwheel,49.50,
693016304691,ALG-KAI-391,41,Kaitlyn Black Pinwheel,49.50,
693016304707,ALG-KAI-391,42,Kaitlyn Black Pinwheel,49.50,
693016304714,ALG-KAI-392,35,Kaitlyn Water Lilly,49.50,
693016304721,ALG-KAI-392,36,Kaitlyn Water Lilly,49.50,
693016304738,ALG-KAI-392,37,Kaitlyn Water Lilly,49.50,
693016304745,ALG-KAI-392,38,Kaitlyn Water Lilly,49.50,
693016304752,ALG-KAI-392,39,Kaitlyn Water Lilly,49.50,
693016304769,ALG-KAI-392,40,Kaitlyn Water Lilly,49.50,
693016304776,ALG-KAI-392,41,Kaitlyn Water Lilly,49.50,
693016304783,ALG-KAI-392,42,Kaitlyn Water Lilly,49.50,
693016291953,ALG-KAI-451,35,Kaitlyn Black Butterfly Patent,49.50,
693016291960,ALG-KAI-451,36,Kaitlyn Black Butterfly Patent,49.50,
693016291977,ALG-KAI-451,37,Kaitlyn Black Butterfly Patent,49.50,
693016291984,ALG-KAI-451,38,Kaitlyn Black Butterfly Patent,49.50,
693016291991,ALG-KAI-451,39,Kaitlyn Black Butterfly Patent,49.50,
693016292004,ALG-KAI-451,40,Kaitlyn Black Butterfly Patent,49.50,
693016292011,ALG-KAI-451,41,Kaitlyn Black Butterfly Patent,49.50,
693016292028,ALG-KAI-451,42,Kaitlyn Black Butterfly Patent,49.50,
693016279623,ALG-KAI-556,35,Kaitlyn Professional Dark Floral,49.50,
693016279630,ALG-KAI-556,36,Kaitlyn Professional Dark Floral,49.50,
693016279647,ALG-KAI-556,37,Kaitlyn Professional Dark Floral,49.50,
693016279654,ALG-KAI-556,38,Kaitlyn Professional Dark Floral,49.50,
693016279661,ALG-KAI-556,39,Kaitlyn Professional Dark Floral,49.50,
693016279678,ALG-KAI-556,40,Kaitlyn Professional Dark Floral,49.50,
693016279685,ALG-KAI-556,41,Kaitlyn Professional Dark Floral,49.50,
693016279692,ALG-KAI-556,42,Kaitlyn Professional Dark Floral,49.50,
693016279708,ALG-KAI-557,35,Kaitlyn Professional White Floral,49.50,
693016279715,ALG-KAI-557,36,Kaitlyn Professional White Floral,49.50,
693016279722,ALG-KAI-557,37,Kaitlyn Professional White Floral,49.50,
693016279739,ALG-KAI-557,38,Kaitlyn Professional White Floral,49.50,
693016279746,ALG-KAI-557,39,Kaitlyn Professional White Floral,49.50,
693016279753,ALG-KAI-557,40,Kaitlyn Professional White Floral,49.50,
693016279760,ALG-KAI-557,41,Kaitlyn Professional White Floral,49.50,
693016279777,ALG-KAI-557,42,Kaitlyn Professional White Floral,49.50,
693016279784,ALG-KAI-600,35,Kaitlyn Professional White Leather,49.50,
693016279791,ALG-KAI-600,36,Kaitlyn Professional White Leather,49.50,
693016279807,ALG-KAI-600,37,Kaitlyn Professional White Leather,49.50,
693016279814,ALG-KAI-600,38,Kaitlyn Professional White Leather,49.50,
693016279821,ALG-KAI-600,39,Kaitlyn Professional White Leather,49.50,
693016279838,ALG-KAI-600,40,Kaitlyn Professional White Leather,49.50,
693016279845,ALG-KAI-600,41,Kaitlyn Professional White Leather,49.50,
693016279852,ALG-KAI-600,42,Kaitlyn Professional White Leather,49.50,
693016279548,ALG-KAI-601,35,Kaitlyn Professional Black Leather,49.50,
693016279555,ALG-KAI-601,36,Kaitlyn Professional Black Leather,49.50,
693016279562,ALG-KAI-601,37,Kaitlyn Professional Black Leather,49.50,
693016279579,ALG-KAI-601,38,Kaitlyn Professional Black Leather,49.50,
693016279586,ALG-KAI-601,39,Kaitlyn Professional Black Leather,49.50,
693016279593,ALG-KAI-601,40,Kaitlyn Professional Black Leather,49.50,
693016279609,ALG-KAI-601,41,Kaitlyn Professional Black Leather,49.50,
693016279616,ALG-KAI-601,42,Kaitlyn Professional Black Leather,49.50,
693016306312,ALG-KAR-101,35,Karmen Black Patent,44.50,
693016306329,ALG-KAR-101,36,Karmen Black Patent,44.50,
693016306336,ALG-KAR-101,37,Karmen Black Patent,44.50,
693016306343,ALG-KAR-101,38,Karmen Black Patent,44.50,
693016306350,ALG-KAR-101,39,Karmen Black Patent,44.50,
693016306367,ALG-KAR-101,40,Karmen Black Patent,44.50,
693016306374,ALG-KAR-101,41,Karmen Black Patent,44.50,
693016306381,ALG-KAR-101,42,Karmen Black Patent,44.50,
693016297177,ALG-KAR-109,35,Karmen White Patent,44.50,
693016297184,ALG-KAR-109,36,Karmen White Patent,44.50,
693016297191,ALG-KAR-109,37,Karmen White Patent,44.50,
693016297207,ALG-KAR-109,38,Karmen White Patent,44.50,
693016297214,ALG-KAR-109,39,Karmen White Patent,44.50,
693016297221,ALG-KAR-109,40,Karmen White Patent,44.50,
693016297238,ALG-KAR-109,41,Karmen White Patent,44.50,
693016297245,ALG-KAR-109,42,Karmen White Patent,44.50,
693016296774,ALG-KAR-235,35,Karmen Metallic Fun,44.50,
693016296781,ALG-KAR-235,36,Karmen Metallic Fun,44.50,
693016296798,ALG-KAR-235,37,Karmen Metallic Fun,44.50,
693016296804,ALG-KAR-235,38,Karmen Metallic Fun,44.50,
693016296811,ALG-KAR-235,39,Karmen Metallic Fun,44.50,
693016296828,ALG-KAR-235,40,Karmen Metallic Fun,44.50,
693016296835,ALG-KAR-235,41,Karmen Metallic Fun,44.50,
693016296842,ALG-KAR-235,42,Karmen Metallic Fun,44.50,
693016296859,ALG-KAR-236,35,Karmen Glitz,44.50,
693016296866,ALG-KAR-236,36,Karmen Glitz,44.50,
693016296873,ALG-KAR-236,37,Karmen Glitz,44.50,
693016296880,ALG-KAR-236,38,Karmen Glitz,44.50,
693016296897,ALG-KAR-236,39,Karmen Glitz,44.50,
693016296903,ALG-KAR-236,40,Karmen Glitz,44.50,
693016296910,ALG-KAR-236,41,Karmen Glitz,44.50,
693016296927,ALG-KAR-236,42,Karmen Glitz,44.50,
693016306428,ALG-KAR-237,35,Karmen Black Metallic Fun,44.50,
693016306435,ALG-KAR-237,36,Karmen Black Metallic Fun,44.50,
693016306442,ALG-KAR-237,37,Karmen Black Metallic Fun,44.50,
693016306459,ALG-KAR-237,38,Karmen Black Metallic Fun,44.50,
693016306466,ALG-KAR-237,39,Karmen Black Metallic Fun,44.50,
693016306473,ALG-KAR-237,40,Karmen Black Metallic Fun,44.50,
693016306480,ALG-KAR-237,41,Karmen Black Metallic Fun,44.50,
693016306497,ALG-KAR-237,42,Karmen Black Metallic Fun,44.50,
693016285136,ALG-KAR-349,35,Karmen Vinca Floral,44.50,
693016285143,ALG-KAR-349,36,Karmen Vinca Floral,44.50,
693016285150,ALG-KAR-349,37,Karmen Vinca Floral,44.50,
693016285167,ALG-KAR-349,38,Karmen Vinca Floral,44.50,
693016285174,ALG-KAR-349,39,Karmen Vinca Floral,44.50,
693016285181,ALG-KAR-349,40,Karmen Vinca Floral,44.50,
693016285198,ALG-KAR-349,41,Karmen Vinca Floral,44.50,
693016285204,ALG-KAR-349,42,Karmen Vinca Floral,44.50,
693016278909,ALG-KAR-537,35,Karmen White & Silver Embossed,44.50,
693016278916,ALG-KAR-537,36,Karmen White & Silver Embossed,44.50,
693016278923,ALG-KAR-537,37,Karmen White & Silver Embossed,44.50,
693016278930,ALG-KAR-537,38,Karmen White & Silver Embossed,44.50,
693016278947,ALG-KAR-537,39,Karmen White & Silver Embossed,44.50,
693016278954,ALG-KAR-537,40,Karmen White & Silver Embossed,44.50,
693016278961,ALG-KAR-537,41,Karmen White & Silver Embossed,44.50,
693016278978,ALG-KAR-537,42,Karmen White & Silver Embossed,44.50,
693016296934,ALG-KAR-547,35,Karmen Country Strong,44.50,
693016296941,ALG-KAR-547,36,Karmen Country Strong,44.50,
693016296958,ALG-KAR-547,37,Karmen Country Strong,44.50,
693016296965,ALG-KAR-547,38,Karmen Country Strong,44.50,
693016296972,ALG-KAR-547,39,Karmen Country Strong,44.50,
693016296989,ALG-KAR-547,40,Karmen Country Strong,44.50,
693016296996,ALG-KAR-547,41,Karmen Country Strong,44.50,
693016297009,ALG-KAR-547,42,Karmen Country Strong,44.50,
693016312993,ALG-KAR-611,35,Karmen Black Burnish,44.50,
693016313006,ALG-KAR-611,36,Karmen Black Burnish,44.50,
693016313013,ALG-KAR-611,37,Karmen Black Burnish,44.50,
693016313020,ALG-KAR-611,38,Karmen Black Burnish,44.50,
693016313037,ALG-KAR-611,39,Karmen Black Burnish,44.50,
693016313044,ALG-KAR-611,40,Karmen Black Burnish,44.50,
693016313051,ALG-KAR-611,41,Karmen Black Burnish,44.50,
693016313068,ALG-KAR-611,42,Karmen Black Burnish,44.50,
693016276981,ALG-KAR-701,35,Karmen Black Snake,44.50,
693016276998,ALG-KAR-701,36,Karmen Black Snake,44.50,
693016277001,ALG-KAR-701,37,Karmen Black Snake,44.50,
693016277018,ALG-KAR-701,38,Karmen Black Snake,44.50,
693016277025,ALG-KAR-701,39,Karmen Black Snake,44.50,
693016277032,ALG-KAR-701,40,Karmen Black Snake,44.50,
693016277049,ALG-KAR-701,41,Karmen Black Snake,44.50,
693016277056,ALG-KAR-701,42,Karmen Black Snake,44.50,
693016277063,ALG-KAR-705,35,Karmen Fuchsia Snake,44.50,
693016277070,ALG-KAR-705,36,Karmen Fuchsia Snake,44.50,
693016277087,ALG-KAR-705,37,Karmen Fuchsia Snake,44.50,
693016277094,ALG-KAR-705,38,Karmen Fuchsia Snake,44.50,
693016277100,ALG-KAR-705,39,Karmen Fuchsia Snake,44.50,
693016277117,ALG-KAR-705,40,Karmen Fuchsia Snake,44.50,
693016277124,ALG-KAR-705,41,Karmen Fuchsia Snake,44.50,
693016277131,ALG-KAR-705,42,Karmen Fuchsia Snake,44.50,
693016297016,ALG-KAR-726,35,Karmen Special Serpent,44.50,
693016297023,ALG-KAR-726,36,Karmen Special Serpent,44.50,
693016297030,ALG-KAR-726,37,Karmen Special Serpent,44.50,
693016297047,ALG-KAR-726,38,Karmen Special Serpent,44.50,
693016297054,ALG-KAR-726,39,Karmen Special Serpent,44.50,
693016297061,ALG-KAR-726,40,Karmen Special Serpent,44.50,
693016297078,ALG-KAR-726,41,Karmen Special Serpent,44.50,
693016297085,ALG-KAR-726,42,Karmen Special Serpent,44.50,
693016279388,ALG-KAR-951,35,Karmen Black Ditzy,44.50,
693016279395,ALG-KAR-951,36,Karmen Black Ditzy,44.50,
693016279401,ALG-KAR-951,37,Karmen Black Ditzy,44.50,
693016279418,ALG-KAR-951,38,Karmen Black Ditzy,44.50,
693016279425,ALG-KAR-951,39,Karmen Black Ditzy,44.50,
693016279432,ALG-KAR-951,40,Karmen Black Ditzy,44.50,
693016279449,ALG-KAR-951,41,Karmen Black Ditzy,44.50,
693016279456,ALG-KAR-951,42,Karmen Black Ditzy,44.50,
693016304790,ALG-KAY-101,35,Kayla Black Patent,49.50,
693016304806,ALG-KAY-101,36,Kayla Black Patent,49.50,
693016304813,ALG-KAY-101,37,Kayla Black Patent,49.50,
693016304820,ALG-KAY-101,38,Kayla Black Patent,49.50,
693016304837,ALG-KAY-101,39,Kayla Black Patent,49.50,
693016304844,ALG-KAY-101,40,Kayla Black Patent,49.50,
693016304851,ALG-KAY-101,41,Kayla Black Patent,49.50,
693016304868,ALG-KAY-101,42,Kayla Black Patent,49.50,
693016304875,ALG-KAY-131,35,Kayla Storm Patent,49.50,
693016304882,ALG-KAY-131,36,Kayla Storm Patent,49.50,
693016304899,ALG-KAY-131,37,Kayla Storm Patent,49.50,
693016304905,ALG-KAY-131,38,Kayla Storm Patent,49.50,
693016304912,ALG-KAY-131,39,Kayla Storm Patent,49.50,
693016304929,ALG-KAY-131,40,Kayla Storm Patent,49.50,
693016304936,ALG-KAY-131,41,Kayla Storm Patent,49.50,
693016304943,ALG-KAY-131,42,Kayla Storm Patent,49.50,
693016304950,ALG-KAY-380,35,Kayla Black Splash,49.50,
693016304967,ALG-KAY-380,36,Kayla Black Splash,49.50,
693016304974,ALG-KAY-380,37,Kayla Black Splash,49.50,
